1,10,6,7,25
2,7,9,8,20
3,6,5,4,15
4,7,4,8,8
5,2,5,1,14
6,3,3,2,16
7,1,2,1,15
8,1,1,3,9
9,1,4,1,7
10,2,2,2,5
11,1,1,1,5
12,1,0,4,3
13,2,1,3,2
14,2,1,3,2
15,1,1,0,1
16,0,0,1,1
17,2,2,0,0
18,0,1,0,1
19,1,2,0,1
20,0,0,1,0
